id:ID,name,高度(mm),轴距(mm),前轮距(mm),后轮距(mm),最小离地间隙(mm),整备质量(kg),车身结构,车门数(个),座位数(个),后排车门开启方式,油箱容积(L),货箱尺寸(mm)
1326,车身,1875.0,2950.0,1600,1620,210,-,SUV,5.0,5,,75,
1327,车身,,,,,,,,,,,,
1328,车身,1910.0,3285.0,1548,1553,145,1560,货车,4.0,2,侧滑门,-,-
1329,车身,2574.0,3850.0,1734,1728,200,2440,客车,4.0,2-3,侧滑门,-,-
1330,车身,1809.0,3155.0,-,-,215,-,皮卡,4.0,5,平开门,-,1485x1510x530
1331,车身,2552.0,3850.0,-,-,-,-,客车,5.0,7,侧滑门,80,-
1332,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1333,车身,1845.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1334,车身,2345.0,3100.0,-,-,-,-,客车,4.0,11,-,80,-
1335,车身,1928.0,3198.0,-,-,-,-,MPV,5.0,7,,-,
1336,车身,1845.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1337,车身,2070.0,3100.0,-,-,-,-,客车,5.0,10,侧滑门,80,-
1338,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1339,车身,2070.0,3100.0,-,-,-,-,货车,4.0,2/3,-,80,-
1340,车身,1809.0,3470.0,-,-,216,-,皮卡,4.0,5,平开门,-,1800x1510x530
1341,车身,1722.0,3470.0,-,-,185,-,皮卡,4.0,5,平开门,-,1800x1510x530
1342,车身,,,,,,,,,,,,
1343,车身,2345.0,3100.0,-,-,-,-,客车,5.0,9,-,80,-
1344,车身,1875.0,2950.0,-,-,210,-,SUV,5.0,5,,75,
1345,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1346,车身,2552.0,3850.0,-,-,-,-,客车,4.0,14/15,-,80,-
1347,车身,2545.0,3366.0,-,-,-,-,客车,5.0,9,侧滑门,80,-
1348,车身,,,,,,,,,,,,
1349,车身,,,,,,,,,,,,
1350,车身,1938.0,3198.0,-,-,-,-,MPV,5.0,7,,-,
1351,车身,,,,,,,,,,,,
1352,车身,2535.0,3760.0,-,-,-,-,货车,5.0,3,侧滑门,80,-
1353,车身,1928.0,3198.0,-,-,-,-,MPV,4.0,7,,75,
1354,车身,2345.0,3100.0,-,-,-,-,客车,5.0,9,-,80,-
1355,车身,,,,,,,,,,,,
1356,车身,1928.0,3198.0,-,-,-,-,MPV,4.0,9,,-,
1357,车身,,,,,,,,,,,,
1358,车身,1809.0,3470.0,-,-,216,-,皮卡,4.0,5,平开门,-,1800x1510x530
1359,车身,2372.0,4175.0,-,-,-,-,客车,5.0,17/18,-,80,-
1360,车身,1928.0,3198.0,-,-,-,-,MPV,5.0,7,,-,
1361,车身,2070.0,3100.0,-,-,-,-,客车,5.0,7/8/9,侧滑门,80,-
1362,车身,1928.0,3198.0,-,-,-,-,MPV,5.0,7,,-,
1363,车身,1928.0,3198.0,-,-,-,-,MPV,4.0,7,,75,
1364,车身,2552.0,3850.0,-,-,-,-,客车,5.0,7,侧滑门,80,-
1365,车身,2070.0,3100.0,-,-,-,-,客车,5.0,5/6,侧滑门,80,-
1366,车身,1778.0,2800.0,1560,1570,130,1772,MPV,5.0,6,,-,
1367,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1368,车身,1778.0,2800.0,-,-,-,-,MPV,5.0,7,,50,
1369,车身,2345.0,3850.0,-,-,-,-,客车,4.0,9,-,80,-
1370,车身,2755.0,3760.0,-,-,-,-,货车,5.0,3,侧滑门,80,-
1371,车身,2577.0,4175.0,-,-,-,-,客车,5.0,17/18,-,80,-
1372,车身,2545.0,3366.0,-,-,-,-,客车,5.0,12,侧滑门,80,-
1373,车身,1809.0,3155.0,-,-,215,-,皮卡,4.0,5,平开门,-,1485x1510x530
1374,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1375,车身,2612.0,4180.0,1734,1728,160,-,客车,4.0,10-14,侧滑门,-,-
1376,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1377,车身,,,,,,,,,,,,
1378,车身,1928.0,3198.0,-,-,-,-,MPV,5.0,7,,-,
1379,车身,1895.0,2910.0,1548,1553,145,1420,货车,4.0,2,侧滑门,-,-
1380,车身,2345.0,3100.0,-,-,-,-,客车,5.0,5/6,侧滑门,80,-
1381,车身,2535.0,3366.0,-,-,-,-,客车,5.0,7,侧滑门,80,-
1382,车身,2365.0,3000.0,-,-,-,-,客车,5.0,6,侧滑门,80,-
1383,车身,2132.0,3100.0,-,-,-,-,客车,4.0,9,-,80,-
1384,车身,1736.0,2760.0,-,-,-,-,SUV,5.0,5,,50,
1385,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1386,车身,1809.0,3155.0,-,-,215,-,皮卡,4.0,5,平开门,-,1485x1510x530
1387,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1388,车身,1809.0,3470.0,-,-,216,-,皮卡,4.0,5,平开门,-,1800x1510x530
1389,车身,2535.0,3366.0,-,-,-,-,客车,5.0,7,侧滑门,80,-
1390,车身,,,,,,,,,,,,
1391,车身,1809.0,3155.0,-,-,215,-,皮卡,4.0,5,平开门,-,1485x1510x530
1392,车身,1875.0,2950.0,-,-,210,-,SUV,5.0,5,,75,
1393,车身,2365.0,3000.0,-,-,-,-,客车,5.0,6,侧滑门,80,-
1394,车身,2105.0,2455.0,-,-,-,-,客车,4.0,10-12,侧滑门,-,-
1395,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1396,车身,1910.0,3285.0,1548,1553,145,1500,货车,4.0,2,侧滑门,-,-
1397,车身,2345.0,3850.0,-,-,-,-,客车,5.0,7,侧滑门,80,-
1398,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1399,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1400,车身,1928.0,3198.0,-,-,-,-,MPV,5.0,7,,-,
1401,车身,2535.0,3366.0,-,-,-,-,客车,5.0,7,侧滑门,80,-
1402,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1403,车身,1736.0,2760.0,1570,1580,160,-,SUV,5.0,5,,-,
1404,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1405,车身,1845.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1406,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1407,车身,2345.0,3850.0,-,-,-,-,货车,4.0,3,侧滑门,80,-
1408,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1409,车身,1809.0,3155.0,-,-,215,-,皮卡,4.0,5,平开门,-,1485x1510x530
1410,车身,2555.0,3366.0,-,-,-,-,货车,5.0,3,侧滑门,80,-
1411,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1412,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1413,车身,2345.0,3850.0,-,-,-,-,客车,5.0,7,侧滑门,80,-
1414,车身,2345.0,3850.0,-,-,-,-,客车,4.0,14,-,80,-
1415,车身,2552.0,3850.0,-,-,-,-,客车,5.0,10,侧滑门,80,-
1416,车身,1928.0,3198.0,-,-,-,-,MPV,5.0,7,,-,
1417,车身,1736.0,2760.0,-,-,-,-,SUV,5.0,5,,50,
1418,车身,1809.0,3470.0,-,-,216,-,皮卡,4.0,5,平开门,-,1800x1510x530
1419,车身,1809.0,3470.0,-,-,216,-,皮卡,4.0,5,平开门,-,1800x1510x530
1420,车身,1736.0,2760.0,-,-,-,-,SUV,5.0,6,,50,
1421,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1422,车身,1809.0,3155.0,-,-,215,-,皮卡,4.0,5,平开门,-,1485x1510x530
1423,车身,2070.0,3100.0,-,-,-,-,货车,4.0,2/3,-,80,-
1424,车身,1736.0,2760.0,-,-,-,-,SUV,5.0,7,,50,
1425,车身,1928.0,3198.0,-,-,-,-,MPV,4.0,9,,-,
1426,车身,2105.0,2680.0,-,-,-,-,客车,4.0,12,侧滑门,-,-
1427,车身,1809.0,3470.0,-,-,216,-,皮卡,4.0,5,平开门,-,1800x1510x530
1428,车身,,,,,,,,,,,,
1429,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1430,车身,,,,,,,,,,,,
1431,车身,1736.0,2760.0,-,-,-,-,SUV,5.0,6,,50,
1432,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1433,车身,2535.0,3760.0,-,-,-,-,货车,5.0,3,侧滑门,80,-
1434,车身,2105.0,2455.0,-,-,-,-,客车,4.0,9,侧滑门,-,-
1435,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1436,车身,1778.0,2800.0,-,-,-,-,MPV,5.0,7,,50,
1437,车身,1736.0,2760.0,1570,1580,160,-,SUV,5.0,5,,-,
1438,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1439,车身,1928.0,3198.0,-,-,-,-,MPV,5.0,7,,-,
1440,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1441,车身,2105.0,2455.0,-,-,-,-,客车,4.0,10-12,侧滑门,-,-
1442,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1443,车身,1778.0,2800.0,1560,1570,130,-,MPV,5.0,6,,-,
1444,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1445,车身,,,,,,,,,,,,
1446,车身,2105.0,2455.0,-,-,-,-,客车,4.0,15,侧滑门,-,-
1447,车身,,,,,,,,,,,,
1448,车身,1736.0,2760.0,1570,1580,160,-,SUV,5.0,5,,-,
1449,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1450,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1451,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1452,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1453,车身,1778.0,2800.0,1560,1570,130,-,MPV,5.0,6,,-,
1454,车身,2740.0,3760.0,-,-,-,-,客车,5.0,15,侧滑门,80,-
1455,车身,1809.0,3470.0,-,-,-,-,皮卡,4.0,5,平开门,-,1800x1510x530
1456,车身,1895.0,2910.0,1548,1553,145,1420,货车,4.0,2,侧滑门,-,-
1457,车身,2552.0,3850.0,-,-,-,-,货车,4.0,2/3,-,80,-
1458,车身,1736.0,2760.0,-,-,-,-,SUV,5.0,6,,50,
1459,车身,2525.0,3760.0,1734,1756,180,2340,货车,5.0,3,侧滑门,-,-
1460,车身,1809.0,3470.0,-,-,216,-,皮卡,4.0,5,平开门,-,1800x1510x530
1461,车身,2552.0,3850.0,-,-,-,-,客车,5.0,10,侧滑门,80,-
1462,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
1463,车身,2552.0,3820.0,-,-,-,-,货车,4.0,3,侧滑门,80,-
1464,车身,2555.0,3000.0,-,-,-,-,货车,5.0,3,侧滑门,80,-
1465,车身,1809.0,3155.0,-,-,215,-,皮卡,4.0,5,平开门,-,1485x1510x530
1466,车身,2345.0,3850.0,-,-,-,-,客车,5.0,14/15,-,80,-
1467,车身,2345.0,3100.0,-,-,-,-,客车,5.0,5/6,侧滑门,80,-
1468,车身,1809.0,3155.0,-,-,-,-,皮卡,4.0,5,平开门,-,1485x1510x530
